PadID	CoboID	AsadID	AgetID	ChannelID	y[0]	z[0]	y[1]	z[1]	y[2]	z[2]	y[3]	z[3]/cm
756	3	3	0	19	-1.63	6.152	-0.93	6.152	-1.28	5.546	-1.63	6.152
757	3	3	0	10	-1.269	5.546	-0.569	5.546	-0.919	6.152	-1.269	5.546
758	3	3	0	13	-0.907	6.152	-0.207	6.152	-0.557	5.546	-0.907	6.152
759	3	3	0	8	-0.546	5.546	0.154	5.546	-0.196	6.152	-0.546	5.546
760	3	3	0	12	-0.184	6.152	0.516	6.152	0.166	5.546	-0.184	6.152
761	3	3	0	9	0.177	5.546	0.877	5.546	0.527	6.152	0.177	5.546
762	3	3	0	18	0.539	6.152	1.239	6.152	0.889	5.546	0.539	6.152
763	3	3	0	16	0.901	5.546	1.601	5.546	1.251	6.152	0.901	5.546
764	1	3	0	20	1.262	6.152	1.962	6.152	1.612	5.546	1.262	6.152
765	1	3	0	12	1.624	5.546	2.324	5.546	1.974	6.152	1.624	5.546
766	1	3	0	14	1.985	6.152	2.685	6.152	2.335	5.546	1.985	6.152
767	1	3	0	9	2.347	5.546	3.047	5.546	2.697	6.152	2.347	5.546
768	3	1	2	58	2.708	6.152	3.408	6.152	3.058	5.546	2.708	6.152
769	3	1	2	55	3.07	5.546	3.77	5.546	3.42	6.152	3.07	5.546
770	3	1	2	60	3.431	6.152	4.131	6.152	3.781	5.546	3.431	6.152
771	3	1	2	47	3.793	5.546	4.493	5.546	4.143	6.152	3.793	5.546
772	3	1	2	62	4.154	6.152	4.854	6.152	4.504	5.546	4.154	6.152
773	3	1	2	49	4.516	5.546	5.216	5.546	4.866	6.152	4.516	5.546
774	3	1	2	66	4.878	6.152	5.578	6.152	5.228	5.546	4.878	6.152
775	3	1	2	51	5.239	5.546	5.939	5.546	5.589	6.152	5.239	5.546
776	3	1	2	64	5.601	6.152	6.301	6.152	5.951	5.546	5.601	6.152
777	3	1	2	53	5.962	5.546	6.662	5.546	6.312	6.152	5.962	5.546
778	3	1	2	44	6.324	6.152	7.024	6.152	6.674	5.546	6.324	6.152
779	3	1	2	32	6.685	5.546	7.385	5.546	7.035	6.152	6.685	5.546
780	3	1	2	26	7.047	6.152	7.747	6.152	7.397	5.546	7.047	6.152
781	3	1	2	15	7.408	5.546	8.108	5.546	7.758	6.152	7.408	5.546
782	3	1	2	6	7.77	6.152	8.47	6.152	8.12	5.546	7.77	6.152
783	3	1	2	0	8.131	5.546	8.831	5.546	8.481	6.152	8.131	5.546
784	3	1	3	66	8.493	6.152	9.193	6.152	8.843	5.546	8.493	6.152
785	3	1	3	60	8.855	5.546	9.555	5.546	9.205	6.152	8.855	5.546
786	3	1	3	49	9.216	6.152	9.916	6.152	9.566	5.546	9.216	6.152
787	3	1	3	42	9.578	5.546	10.278	5.546	9.928	6.152	9.578	5.546
788	3	1	3	30	9.939	6.152	10.639	6.152	10.289	5.546	9.939	6.152
789	3	1	3	24	10.301	5.546	11.001	5.546	10.651	6.152	10.301	5.546
790	3	1	3	10	10.662	6.152	11.362	6.152	11.012	5.546	10.662	6.152
791	3	1	3	13	11.024	5.546	11.724	5.546	11.374	6.152	11.024	5.546
792	3	1	3	0	11.385	6.152	12.085	6.152	11.735	5.546	11.385	6.152
793	3	1	3	15	11.747	5.546	12.447	5.546	12.097	6.152	11.747	5.546
794	3	1	3	6	12.108	6.152	12.808	6.152	12.458	5.546	12.108	6.152
795	3	1	3	17	12.47	5.546	13.17	5.546	12.82	6.152	12.47	5.546
796	3	1	3	2	12.832	6.152	13.532	6.152	13.182	5.546	12.832	6.152
797	3	1	3	19	13.193	5.546	13.893	5.546	13.543	6.152	13.193	5.546
798	3	1	3	4	13.555	6.152	14.255	6.152	13.905	5.546	13.555	6.152
799	3	1	3	8	13.916	5.546	14.616	5.546	14.266	6.152	13.916	5.546
800	1	1	0	59	-14.646	6.162	-13.946	6.162	-14.296	6.768	-14.646	6.162
801	1	1	0	57	-14.284	6.768	-13.584	6.768	-13.934	6.162	-14.284	6.768
802	1	1	0	61	-13.923	6.162	-13.223	6.162	-13.573	6.768	-13.923	6.162
803	1	1	0	48	-13.561	6.768	-12.861	6.768	-13.211	6.162	-13.561	6.768
804	1	1	0	67	-13.2	6.162	-12.5	6.162	-12.85	6.768	-13.2	6.162
805	1	1	0	50	-12.838	6.768	-12.138	6.768	-12.488	6.162	-12.838	6.768
806	1	1	0	63	-12.477	6.162	-11.777	6.162	-12.127	6.768	-12.477	6.162
807	1	1	0	52	-12.115	6.768	-11.415	6.768	-11.765	6.162	-12.115	6.768
808	1	1	0	65	-11.754	6.162	-11.054	6.162	-11.404	6.768	-11.754	6.162
809	1	1	0	54	-11.392	6.768	-10.692	6.768	-11.042	6.162	-11.392	6.768
810	1	1	0	46	-11.031	6.162	-10.331	6.162	-10.681	6.768	-11.031	6.162
811	1	1	0	33	-10.669	6.768	-9.969	6.768	-10.319	6.162	-10.669	6.768
812	1	1	0	27	-10.307	6.162	-9.607	6.162	-9.957	6.768	-10.307	6.162
813	1	1	0	16	-9.946	6.768	-9.246	6.768	-9.596	6.162	-9.946	6.768
814	1	1	0	7	-9.584	6.162	-8.884	6.162	-9.234	6.768	-9.584	6.162
815	1	1	0	1	-9.223	6.768	-8.523	6.768	-8.873	6.162	-9.223	6.768
816	1	1	1	67	-8.861	6.162	-8.161	6.162	-8.511	6.768	-8.861	6.162
817	1	1	1	61	-8.5	6.768	-7.8	6.768	-8.15	6.162	-8.5	6.768
818	1	1	1	50	-8.138	6.162	-7.438	6.162	-7.788	6.768	-8.138	6.162
819	1	1	1	43	-7.777	6.768	-7.077	6.768	-7.427	6.162	-7.777	6.768
820	1	1	1	31	-7.415	6.162	-6.715	6.162	-7.065	6.768	-7.415	6.162
821	1	1	1	25	-7.054	6.768	-6.354	6.768	-6.704	6.162	-7.054	6.768
822	1	1	1	12	-6.692	6.162	-5.992	6.162	-6.342	6.768	-6.692	6.162
823	1	1	1	14	-6.33	6.768	-5.63	6.768	-5.98	6.162	-6.33	6.768
824	1	1	1	1	-5.969	6.162	-5.269	6.162	-5.619	6.768	-5.969	6.162
825	1	1	1	16	-5.607	6.768	-4.907	6.768	-5.257	6.162	-5.607	6.768
826	1	1	1	7	-5.246	6.162	-4.546	6.162	-4.896	6.768	-5.246	6.162
827	1	1	1	18	-4.884	6.768	-4.184	6.768	-4.534	6.162	-4.884	6.768
828	1	1	1	3	-4.523	6.162	-3.823	6.162	-4.173	6.768	-4.523	6.162
829	1	1	1	9	-4.161	6.768	-3.461	6.768	-3.811	6.162	-4.161	6.768
830	1	1	1	5	-3.8	6.162	-3.1	6.162	-3.45	6.768	-3.8	6.162
831	1	1	1	20	-3.438	6.768	-2.738	6.768	-3.088	6.162	-3.438	6.768
832	1	3	0	13	-3.077	6.162	-2.377	6.162	-2.727	6.768	-3.077	6.162
833	1	3	0	21	-2.715	6.768	-2.015	6.768	-2.365	6.162	-2.715	6.768
834	1	3	0	24	-2.353	6.162	-1.653	6.162	-2.003	6.768	-2.353	6.162
835	1	3	0	36	-1.992	6.768	-1.292	6.768	-1.642	6.162	-1.992	6.768
836	3	3	0	32	-1.63	6.162	-0.93	6.162	-1.28	6.768	-1.63	6.162
837	3	3	0	30	-1.269	6.768	-0.569	6.768	-0.919	6.162	-1.269	6.768
838	3	3	0	17	-0.907	6.162	-0.207	6.162	-0.557	6.768	-0.907	6.162
839	3	3	0	15	-0.546	6.768	0.154	6.768	-0.196	6.162	-0.546	6.768
840	3	3	0	14	-0.184	6.162	0.516	6.162	0.166	6.768	-0.184	6.162
841	3	3	0	23	0.177	6.768	0.877	6.768	0.527	6.162	0.177	6.768
842	3	3	0	25	0.539	6.162	1.239	6.162	0.889	6.768	0.539	6.162
843	3	3	0	37	0.901	6.768	1.601	6.768	1.251	6.162	0.901	6.768
844	1	3	0	33	1.262	6.162	1.962	6.162	1.612	6.768	1.262	6.162
845	1	3	0	31	1.624	6.768	2.324	6.768	1.974	6.162	1.624	6.768
846	1	3	0	18	1.985	6.162	2.685	6.162	2.335	6.768	1.985	6.162
847	1	3	0	16	2.347	6.768	3.047	6.768	2.697	6.162	2.347	6.768
848	3	1	2	59	2.708	6.162	3.408	6.162	3.058	6.768	2.708	6.162
849	3	1	2	57	3.07	6.768	3.77	6.768	3.42	6.162	3.07	6.768
850	3	1	2	61	3.431	6.162	4.131	6.162	3.781	6.768	3.431	6.162
851	3	1	2	48	3.793	6.768	4.493	6.768	4.143	6.162	3.793	6.768
852	3	1	2	67	4.154	6.162	4.854	6.162	4.504	6.768	4.154	6.162
853	3	1	2	50	4.516	6.768	5.216	6.768	4.866	6.162	4.516	6.768
854	3	1	2	63	4.878	6.162	5.578	6.162	5.228	6.768	4.878	6.162
855	3	1	2	52	5.239	6.768	5.939	6.768	5.589	6.162	5.239	6.768
856	3	1	2	65	5.601	6.162	6.301	6.162	5.951	6.768	5.601	6.162
857	3	1	2	54	5.962	6.768	6.662	6.768	6.312	6.162	5.962	6.768
858	3	1	2	46	6.324	6.162	7.024	6.162	6.674	6.768	6.324	6.162
859	3	1	2	33	6.685	6.768	7.385	6.768	7.035	6.162	6.685	6.768
860	3	1	2	27	7.047	6.162	7.747	6.162	7.397	6.768	7.047	6.162
861	3	1	2	16	7.408	6.768	8.108	6.768	7.758	6.162	7.408	6.768
862	3	1	2	7	7.77	6.162	8.47	6.162	8.12	6.768	7.77	6.162
863	3	1	2	1	8.131	6.768	8.831	6.768	8.481	6.162	8.131	6.768
864	3	1	3	67	8.493	6.162	9.193	6.162	8.843	6.768	8.493	6.162
865	3	1	3	61	8.855	6.768	9.555	6.768	9.205	6.162	8.855	6.768
866	3	1	3	50	9.216	6.162	9.916	6.162	9.566	6.768	9.216	6.162
867	3	1	3	43	9.578	6.768	10.278	6.768	9.928	6.162	9.578	6.768
868	3	1	3	31	9.939	6.162	10.639	6.162	10.289	6.768	9.939	6.162
869	3	1	3	25	10.301	6.768	11.001	6.768	10.651	6.162	10.301	6.768
870	3	1	3	12	10.662	6.162	11.362	6.162	11.012	6.768	10.662	6.162
871	3	1	3	14	11.024	6.768	11.724	6.768	11.374	6.162	11.024	6.768
872	3	1	3	1	11.385	6.162	12.085	6.162	11.735	6.768	11.385	6.162
873	3	1	3	16	11.747	6.768	12.447	6.768	12.097	6.162	11.747	6.768
874	3	1	3	7	12.108	6.162	12.808	6.162	12.458	6.768	12.108	6.162
875	3	1	3	18	12.47	6.768	13.17	6.768	12.82	6.162	12.47	6.768
876	3	1	3	3	12.832	6.162	13.532	6.162	13.182	6.768	12.832	6.162
877	3	1	3	9	13.193	6.768	13.893	6.768	13.543	6.162	13.193	6.768
878	3	1	3	5	13.555	6.162	14.255	6.162	13.905	6.768	13.555	6.162
879	3	1	3	20	13.916	6.768	14.616	6.768	14.266	6.162	13.916	6.768
880	1	1	0	31	-14.646	7.385	-13.946	7.385	-14.296	6.778	-14.646	7.385
881	1	1	0	43	-14.284	6.778	-13.584	6.778	-13.934	7.385	-14.284	6.778
882	1	1	0	29	-13.923	7.385	-13.223	7.385	-13.573	6.778	-13.923	7.385
883	1	1	0	41	-13.561	6.778	-12.861	6.778	-13.211	7.385	-13.561	6.778
884	1	1	0	23	-13.2	7.385	-12.5	7.385	-12.85	6.778	-13.2	7.385
885	1	1	0	39	-12.838	6.778	-12.138	6.778	-12.488	7.385	-12.838	6.778
886	1	1	0	20	-12.477	7.385	-11.777	7.385	-12.127	6.778	-12.477	7.385
887	1	1	0	37	-12.115	6.778	-11.415	6.778	-11.765	7.385	-12.115	6.778
888	1	1	0	14	-11.754	7.385	-11.054	7.385	-11.404	6.778	-11.754	7.385
889	1	1	0	35	-11.392	6.778	-10.692	6.778	-11.042	7.385	-11.392	6.778
890	1	1	0	18	-11.031	7.385	-10.331	7.385	-10.681	6.778	-11.031	7.385
891	1	1	0	25	-10.669	6.778	-9.969	6.778	-10.319	7.385	-10.669	6.778
892	1	1	0	12	-10.307	7.385	-9.607	7.385	-9.957	6.778	-10.307	7.385
893	1	1	0	9	-9.946	6.778	-9.246	6.778	-9.596	7.385	-9.946	6.778
894	1	1	0	5	-9.584	7.385	-8.884	7.385	-9.234	6.778	-9.584	7.385
895	1	1	0	3	-9.223	6.778	-8.523	6.778	-8.873	7.385	-9.223	6.778
896	1	1	1	65	-8.861	7.385	-8.161	7.385	-8.511	6.778	-8.861	7.385
897	1	1	1	63	-8.5	6.778	-7.8	6.778	-8.15	7.385	-8.5	6.778
898	1	1	1	59	-8.138	7.385	-7.438	7.385	-7.788	6.778	-8.138	7.385
899	1	1	1	54	-7.777	6.778	-7.077	6.778	-7.427	7.385	-7.777	6.778
900	1	1	1	52	-7.415	7.385	-6.715	7.385	-7.065	6.778	-7.415	7.385
901	1	1	1	37	-7.054	6.778	-6.354	6.778	-6.704	7.385	-7.054	6.778
902	1	1	1	57	-6.692	7.385	-5.992	7.385	-6.342	6.778	-6.692	7.385
903	1	1	1	35	-6.33	6.778	-5.63	6.778	-5.98	7.385	-6.33	6.778
904	1	1	1	48	-5.969	7.385	-5.269	7.385	-5.619	6.778	-5.969	7.385
905	1	1	1	33	-5.607	6.778	-4.907	6.778	-5.257	7.385	-5.607	6.778
906	1	1	1	46	-5.246	7.385	-4.546	7.385	-4.896	6.778	-5.246	7.385
907	1	1	1	29	-4.884	6.778	-4.184	6.778	-4.534	7.385	-4.884	6.778
908	1	1	1	41	-4.523	7.385	-3.823	7.385	-4.173	6.778	-4.523	7.385
909	1	1	1	27	-4.161	6.778	-3.461	6.778	-3.811	7.385	-4.161	6.778
910	1	1	1	39	-3.8	7.385	-3.1	7.385	-3.45	6.778	-3.8	7.385
911	1	1	1	23	-3.438	6.778	-2.738	6.778	-3.088	7.385	-3.438	6.778
912	1	3	0	19	-3.077	7.385	-2.377	7.385	-2.727	6.778	-3.077	7.385
913	1	3	0	32	-2.715	6.778	-2.015	6.778	-2.365	7.385	-2.715	6.778
914	1	3	0	44	-2.353	7.385	-1.653	7.385	-2.003	6.778	-2.353	7.385
915	1	3	0	47	-1.992	6.778	-1.292	6.778	-1.642	7.385	-1.992	6.778
916	3	3	0	53	-1.63	7.385	-0.93	7.385	-1.28	6.778	-1.63	7.385
917	3	3	0	40	-1.269	6.778	-0.569	6.778	-0.919	7.385	-1.269	6.778
918	3	3	0	36	-0.907	7.385	-0.207	7.385	-0.557	6.778	-0.907	7.385
919	3	3	0	21	-0.546	6.778	0.154	6.778	-0.196	7.385	-0.546	6.778
920	3	3	0	20	-0.184	7.385	0.516	7.385	0.166	6.778	-0.184	7.385
921	3	3	0	33	0.177	6.778	0.877	6.778	0.527	7.385	0.177	6.778
922	3	3	0	46	0.539	7.385	1.239	7.385	0.889	6.778	0.539	7.385
923	3	3	0	48	0.901	6.778	1.601	6.778	1.251	7.385	0.901	6.778
924	1	3	0	54	1.262	7.385	1.962	7.385	1.612	6.778	1.262	7.385
925	1	3	0	41	1.624	6.778	2.324	6.778	1.974	7.385	1.624	6.778
926	1	3	0	37	1.985	7.385	2.685	7.385	2.335	6.778	1.985	7.385
927	1	3	0	23	2.347	6.778	3.047	6.778	2.697	7.385	2.347	6.778
928	3	1	2	31	2.708	7.385	3.408	7.385	3.058	6.778	2.708	7.385
929	3	1	2	43	3.07	6.778	3.77	6.778	3.42	7.385	3.07	6.778
930	3	1	2	29	3.431	7.385	4.131	7.385	3.781	6.778	3.431	7.385
931	3	1	2	41	3.793	6.778	4.493	6.778	4.143	7.385	3.793	6.778
932	3	1	2	23	4.154	7.385	4.854	7.385	4.504	6.778	4.154	7.385
933	3	1	2	39	4.516	6.778	5.216	6.778	4.866	7.385	4.516	6.778
934	3	1	2	20	4.878	7.385	5.578	7.385	5.228	6.778	4.878	7.385
935	3	1	2	37	5.239	6.778	5.939	6.778	5.589	7.385	5.239	6.778
936	3	1	2	14	5.601	7.385	6.301	7.385	5.951	6.778	5.601	7.385
937	3	1	2	35	5.962	6.778	6.662	6.778	6.312	7.385	5.962	6.778
938	3	1	2	18	6.324	7.385	7.024	7.385	6.674	6.778	6.324	7.385
939	3	1	2	25	6.685	6.778	7.385	6.778	7.035	7.385	6.685	6.778
940	3	1	2	12	7.047	7.385	7.747	7.385	7.397	6.778	7.047	7.385
941	3	1	2	9	7.408	6.778	8.108	6.778	7.758	7.385	7.408	6.778
942	3	1	2	5	7.77	7.385	8.47	7.385	8.12	6.778	7.77	7.385
943	3	1	2	3	8.131	6.778	8.831	6.778	8.481	7.385	8.131	6.778
944	3	1	3	65	8.493	7.385	9.193	7.385	8.843	6.778	8.493	7.385
945	3	1	3	63	8.855	6.778	9.555	6.778	9.205	7.385	8.855	6.778
946	3	1	3	59	9.216	7.385	9.916	7.385	9.566	6.778	9.216	7.385
947	3	1	3	54	9.578	6.778	10.278	6.778	9.928	7.385	9.578	6.778
948	3	1	3	52	9.939	7.385	10.639	7.385	10.289	6.778	9.939	7.385
949	3	1	3	37	10.301	6.778	11.001	6.778	10.651	7.385	10.301	6.778
950	3	1	3	57	10.662	7.385	11.362	7.385	11.012	6.778	10.662	7.385
951	3	1	3	35	11.024	6.778	11.724	6.778	11.374	7.385	11.024	6.778
952	3	1	3	48	11.385	7.385	12.085	7.385	11.735	6.778	11.385	7.385
953	3	1	3	33	11.747	6.778	12.447	6.778	12.097	7.385	11.747	6.778
954	3	1	3	46	12.108	7.385	12.808	7.385	12.458	6.778	12.108	7.385
955	3	1	3	29	12.47	6.778	13.17	6.778	12.82	7.385	12.47	6.778
956	3	1	3	41	12.832	7.385	13.532	7.385	13.182	6.778	12.832	7.385
957	3	1	3	27	13.193	6.778	13.893	6.778	13.543	7.385	13.193	6.778
958	3	1	3	39	13.555	7.385	14.255	7.385	13.905	6.778	13.555	7.385
959	3	1	3	23	13.916	6.778	14.616	6.778	14.266	7.385	13.916	6.778
960	1	1	2	30	-14.646	7.395	-13.946	7.395	-14.296	8.001	-14.646	7.395
961	1	1	2	42	-14.284	8.001	-13.584	8.001	-13.934	7.395	-14.284	8.001
962	1	1	2	28	-13.923	7.395	-13.223	7.395	-13.573	8.001	-13.923	7.395
963	1	1	2	40	-13.561	8.001	-12.861	8.001	-13.211	7.395	-13.561	8.001
964	1	1	2	21	-13.2	7.395	-12.5	7.395	-12.85	8.001	-13.2	7.395
965	1	1	2	38	-12.838	8.001	-12.138	8.001	-12.488	7.395	-12.838	8.001
966	1	1	2	19	-12.477	7.395	-11.777	7.395	-12.127	8.001	-12.477	7.395
967	1	1	2	36	-12.115	8.001	-11.415	8.001	-11.765	7.395	-12.115	8.001
968	1	1	2	13	-11.754	7.395	-11.054	7.395	-11.404	8.001	-11.754	7.395
969	1	1	2	34	-11.392	8.001	-10.692	8.001	-11.042	7.395	-11.392	8.001
970	1	1	2	17	-11.031	7.395	-10.331	7.395	-10.681	8.001	-11.031	7.395
971	1	1	2	24	-10.669	8.001	-9.969	8.001	-10.319	7.395	-10.669	8.001
972	1	1	2	10	-10.307	7.395	-9.607	7.395	-9.957	8.001	-10.307	7.395
973	1	1	2	8	-9.946	8.001	-9.246	8.001	-9.596	7.395	-9.946	8.001
974	1	1	2	4	-9.584	7.395	-8.884	7.395	-9.234	8.001	-9.584	7.395
975	1	1	2	2	-9.223	8.001	-8.523	8.001	-8.873	7.395	-9.223	8.001
976	1	1	3	64	-8.861	7.395	-8.161	7.395	-8.511	8.001	-8.861	7.395
977	1	1	3	62	-8.5	8.001	-7.8	8.001	-8.15	7.395	-8.5	8.001
978	1	1	3	58	-8.138	7.395	-7.438	7.395	-7.788	8.001	-8.138	7.395
979	1	1	3	53	-7.777	8.001	-7.077	8.001	-7.427	7.395	-7.777	8.001
980	1	1	3	51	-7.415	7.395	-6.715	7.395	-7.065	8.001	-7.415	7.395
981	1	1	3	36	-7.054	8.001	-6.354	8.001	-6.704	7.395	-7.054	8.001
982	1	1	3	55	-6.692	7.395	-5.992	7.395	-6.342	8.001	-6.692	7.395
983	1	1	3	34	-6.33	8.001	-5.63	8.001	-5.98	7.395	-6.33	8.001
984	1	1	3	47	-5.969	7.395	-5.269	7.395	-5.619	8.001	-5.969	7.395
985	1	1	3	32	-5.607	8.001	-4.907	8.001	-5.257	7.395	-5.607	8.001
986	1	1	3	44	-5.246	7.395	-4.546	7.395	-4.896	8.001	-5.246	7.395
987	1	1	3	28	-4.884	8.001	-4.184	8.001	-4.534	7.395	-4.884	8.001
988	1	1	3	40	-4.523	7.395	-3.823	7.395	-4.173	8.001	-4.523	7.395
989	1	1	3	26	-4.161	8.001	-3.461	8.001	-3.811	7.395	-4.161	8.001
990	1	1	3	38	-3.8	7.395	-3.1	7.395	-3.45	8.001	-3.8	7.395
991	1	1	3	21	-3.438	8.001	-2.738	8.001	-3.088	7.395	-3.438	8.001
992	1	3	0	26	-3.077	7.395	-2.377	7.395	-2.727	8.001	-3.077	7.395
993	1	3	0	38	-2.715	8.001	-2.015	8.001	-2.365	7.395	-2.715	8.001
994	1	3	0	51	-2.353	7.395	-1.653	7.395	-2.003	8.001	-2.353	7.395
995	1	3	0	66	-1.992	8.001	-1.292	8.001	-1.642	7.395	-1.992	8.001
996	3	3	0	64	-1.63	7.395	-0.93	7.395	-1.28	8.001	-1.63	7.395
997	3	3	0	55	-1.269	8.001	-0.569	8.001	-0.919	7.395	-1.269	8.001
998	3	3	0	38	-0.907	7.395	-0.207	7.395	-0.557	8.001	-0.907	7.395
999	3	3	0	24	-0.546	8.001	0.154	8.001	-0.196	7.395	-0.546	8.001
1000	3	3	0	27	-0.184	7.395	0.516	7.395	0.166	8.001	-0.184	7.395
1001	3	3	0	39	0.177	8.001	0.877	8.001	0.527	7.395	0.177	8.001
1002	3	3	0	52	0.539	7.395	1.239	7.395	0.889	8.001	0.539	7.395
1003	3	3	0	67	0.901	8.001	1.601	8.001	1.251	7.395	0.901	8.001
1004	1	3	0	65	1.262	7.395	1.962	7.395	1.612	8.001	1.262	7.395
1005	1	3	0	57	1.624	8.001	2.324	8.001	1.974	7.395	1.624	8.001
1006	1	3	0	39	1.985	7.395	2.685	7.395	2.335	8.001	1.985	7.395
1007	1	3	0	25	2.347	8.001	3.047	8.001	2.697	7.395	2.347	8.001
1008	3	1	0	30	2.708	7.395	3.408	7.395	3.058	8.001	2.708	7.395
1009	3	1	0	42	3.07	8.001	3.77	8.001	3.42	7.395	3.07	8.001
1010	3	1	0	28	3.431	7.395	4.131	7.395	3.781	8.001	3.431	7.395
1011	3	1	0	40	3.793	8.001	4.493	8.001	4.143	7.395	3.793	8.001
1012	3	1	0	21	4.154	7.395	4.854	7.395	4.504	8.001	4.154	7.395
1013	3	1	0	38	4.516	8.001	5.216	8.001	4.866	7.395	4.516	8.001
1014	3	1	0	19	4.878	7.395	5.578	7.395	5.228	8.001	4.878	7.395
1015	3	1	0	36	5.239	8.001	5.939	8.001	5.589	7.395	5.239	8.001
1016	3	1	0	13	5.601	7.395	6.301	7.395	5.951	8.001	5.601	7.395
1017	3	1	0	34	5.962	8.001	6.662	8.001	6.312	7.395	5.962	8.001
1018	3	1	0	17	6.324	7.395	7.024	7.395	6.674	8.001	6.324	7.395
1019	3	1	0	24	6.685	8.001	7.385	8.001	7.035	7.395	6.685	8.001
1020	3	1	0	10	7.047	7.395	7.747	7.395	7.397	8.001	7.047	7.395
1021	3	1	0	8	7.408	8.001	8.108	8.001	7.758	7.395	7.408	8.001
1022	3	1	0	4	7.77	7.395	8.47	7.395	8.12	8.001	7.77	7.395
1023	3	1	0	2	8.131	8.001	8.831	8.001	8.481	7.395	8.131	8.001
1024	3	1	1	64	8.493	7.395	9.193	7.395	8.843	8.001	8.493	7.395
1025	3	1	1	62	8.855	8.001	9.555	8.001	9.205	7.395	8.855	8.001
1026	3	1	1	58	9.216	7.395	9.916	7.395	9.566	8.001	9.216	7.395
1027	3	1	1	53	9.578	8.001	10.278	8.001	9.928	7.395	9.578	8.001
1028	3	1	1	51	9.939	7.395	10.639	7.395	10.289	8.001	9.939	7.395
1029	3	1	1	36	10.301	8.001	11.001	8.001	10.651	7.395	10.301	8.001
1030	3	1	1	55	10.662	7.395	11.362	7.395	11.012	8.001	10.662	7.395
1031	3	1	1	34	11.024	8.001	11.724	8.001	11.374	7.395	11.024	8.001
1032	3	1	1	47	11.385	7.395	12.085	7.395	11.735	8.001	11.385	7.395
1033	3	1	1	32	11.747	8.001	12.447	8.001	12.097	7.395	11.747	8.001
1034	3	1	1	44	12.108	7.395	12.808	7.395	12.458	8.001	12.108	7.395
1035	3	1	1	28	12.47	8.001	13.17	8.001	12.82	7.395	12.47	8.001
1036	3	1	1	40	12.832	7.395	13.532	7.395	13.182	8.001	12.832	7.395
1037	3	1	1	26	13.193	8.001	13.893	8.001	13.543	7.395	13.193	8.001
1038	3	1	1	38	13.555	7.395	14.255	7.395	13.905	8.001	13.555	7.395
1039	3	1	1	21	13.916	8.001	14.616	8.001	14.266	7.395	13.916	8.001
1040	1	1	2	58	-14.646	8.617	-13.946	8.617	-14.296	8.011	-14.646	8.617
1041	1	1	2	55	-14.284	8.011	-13.584	8.011	-13.934	8.617	-14.284	8.011
1042	1	1	2	60	-13.923	8.617	-13.223	8.617	-13.573	8.011	-13.923	8.617
1043	1	1	2	47	-13.561	8.011	-12.861	8.011	-13.211	8.617	-13.561	8.011
1044	1	1	2	62	-13.2	8.617	-12.5	8.617	-12.85	8.011	-13.2	8.617
1045	1	1	2	49	-12.838	8.011	-12.138	8.011	-12.488	8.617	-12.838	8.011
1046	1	1	2	66	-12.477	8.617	-11.777	8.617	-12.127	8.011	-12.477	8.617
1047	1	1	2	51	-12.115	8.011	-11.415	8.011	-11.765	8.617	-12.115	8.011
1048	1	1	2	64	-11.754	8.617	-11.054	8.617	-11.404	8.011	-11.754	8.617
1049	1	1	2	53	-11.392	8.011	-10.692	8.011	-11.042	8.617	-11.392	8.011
1050	1	1	2	44	-11.031	8.617	-10.331	8.617	-10.681	8.011	-11.031	8.617
1051	1	1	2	32	-10.669	8.011	-9.969	8.011	-10.319	8.617	-10.669	8.011
1052	1	1	2	26	-10.307	8.617	-9.607	8.617	-9.957	8.011	-10.307	8.617
1053	1	1	2	15	-9.946	8.011	-9.246	8.011	-9.596	8.617	-9.946	8.011
1054	1	1	2	6	-9.584	8.617	-8.884	8.617	-9.234	8.011	-9.584	8.617
1055	1	1	2	0	-9.223	8.011	-8.523	8.011	-8.873	8.617	-9.223	8.011
1056	1	1	3	66	-8.861	8.617	-8.161	8.617	-8.511	8.011	-8.861	8.617
1057	1	1	3	60	-8.5	8.011	-7.8	8.011	-8.15	8.617	-8.5	8.011
1058	1	1	3	49	-8.138	8.617	-7.438	8.617	-7.788	8.011	-8.138	8.617
1059	1	1	3	42	-7.777	8.011	-7.077	8.011	-7.427	8.617	-7.777	8.011
1060	1	1	3	30	-7.415	8.617	-6.715	8.617	-7.065	8.011	-7.415	8.617
1061	1	1	3	24	-7.054	8.011	-6.354	8.011	-6.704	8.617	-7.054	8.011
1062	1	1	3	10	-6.692	8.617	-5.992	8.617	-6.342	8.011	-6.692	8.617
1063	1	1	3	13	-6.33	8.011	-5.63	8.011	-5.98	8.617	-6.33	8.011
1064	1	1	3	0	-5.969	8.617	-5.269	8.617	-5.619	8.011	-5.969	8.617
1065	1	1	3	15	-5.607	8.011	-4.907	8.011	-5.257	8.617	-5.607	8.011
1066	1	1	3	6	-5.246	8.617	-4.546	8.617	-4.896	8.011	-5.246	8.617
1067	1	1	3	17	-4.884	8.011	-4.184	8.011	-4.534	8.617	-4.884	8.011
1068	1	1	3	2	-4.523	8.617	-3.823	8.617	-4.173	8.011	-4.523	8.617
1069	1	1	3	19	-4.161	8.011	-3.461	8.011	-3.811	8.617	-4.161	8.011
1070	1	1	3	4	-3.8	8.617	-3.1	8.617	-3.45	8.011	-3.8	8.617
