PadID	CoboID	AsadID	AgetID	ChannelID	y[0]	z[0]	y[1]	z[1]	y[2]	z[2]	y[3]	z[3]/cm
2391	2	0	1	13	11.024	17.87	11.724	17.87	11.374	18.477	11.024	17.87
2392	2	0	1	0	11.385	18.477	12.085	18.477	11.735	17.87	11.385	18.477
2393	2	0	1	15	11.747	17.87	12.447	17.87	12.097	18.477	11.747	17.87
2394	2	0	1	6	12.108	18.477	12.808	18.477	12.458	17.87	12.108	18.477
2395	2	0	1	17	12.47	17.87	13.17	17.87	12.82	18.477	12.47	17.87
2396	2	0	1	2	12.832	18.477	13.532	18.477	13.182	17.87	12.832	18.477
2397	2	0	1	19	13.193	17.87	13.893	17.87	13.543	18.477	13.193	17.87
2398	2	0	1	4	13.555	18.477	14.255	18.477	13.905	17.87	13.555	18.477
2399	2	0	1	8	13.916	17.87	14.616	17.87	14.266	18.477	13.916	17.87
2400	0	0	2	59	-14.646	18.487	-13.946	18.487	-14.296	19.093	-14.646	18.487
2401	0	0	2	57	-14.284	19.093	-13.584	19.093	-13.934	18.487	-14.284	19.093
2402	0	0	2	61	-13.923	18.487	-13.223	18.487	-13.573	19.093	-13.923	18.487
2403	0	0	2	48	-13.561	19.093	-12.861	19.093	-13.211	18.487	-13.561	19.093
2404	0	0	2	67	-13.2	18.487	-12.5	18.487	-12.85	19.093	-13.2	18.487
2405	0	0	2	50	-12.838	19.093	-12.138	19.093	-12.488	18.487	-12.838	19.093
2406	0	0	2	63	-12.477	18.487	-11.777	18.487	-12.127	19.093	-12.477	18.487
2407	0	0	2	52	-12.115	19.093	-11.415	19.093	-11.765	18.487	-12.115	19.093
2408	0	0	2	65	-11.754	18.487	-11.054	18.487	-11.404	19.093	-11.754	18.487
2409	0	0	2	54	-11.392	19.093	-10.692	19.093	-11.042	18.487	-11.392	19.093
2410	0	0	2	46	-11.031	18.487	-10.331	18.487	-10.681	19.093	-11.031	18.487
2411	0	0	2	33	-10.669	19.093	-9.969	19.093	-10.319	18.487	-10.669	19.093
2412	0	0	2	27	-10.307	18.487	-9.607	18.487	-9.957	19.093	-10.307	18.487
2413	0	0	2	16	-9.946	19.093	-9.246	19.093	-9.596	18.487	-9.946	19.093
2414	0	0	2	7	-9.584	18.487	-8.884	18.487	-9.234	19.093	-9.584	18.487
2415	0	0	2	1	-9.223	19.093	-8.523	19.093	-8.873	18.487	-9.223	19.093
2416	0	0	3	67	-8.861	18.487	-8.161	18.487	-8.511	19.093	-8.861	18.487
2417	0	0	3	61	-8.5	19.093	-7.8	19.093	-8.15	18.487	-8.5	19.093
2418	0	0	3	50	-8.138	18.487	-7.438	18.487	-7.788	19.093	-8.138	18.487
2419	0	0	3	43	-7.777	19.093	-7.077	19.093	-7.427	18.487	-7.777	19.093
2420	0	0	3	31	-7.415	18.487	-6.715	18.487	-7.065	19.093	-7.415	18.487
2421	0	0	3	25	-7.054	19.093	-6.354	19.093	-6.704	18.487	-7.054	19.093
2422	0	0	3	12	-6.692	18.487	-5.992	18.487	-6.342	19.093	-6.692	18.487
2423	0	0	3	14	-6.33	19.093	-5.63	19.093	-5.98	18.487	-6.33	19.093
2424	0	0	3	1	-5.969	18.487	-5.269	18.487	-5.619	19.093	-5.969	18.487
2425	0	0	3	16	-5.607	19.093	-4.907	19.093	-5.257	18.487	-5.607	19.093
2426	0	0	3	7	-5.246	18.487	-4.546	18.487	-4.896	19.093	-5.246	18.487
2427	0	0	3	18	-4.884	19.093	-4.184	19.093	-4.534	18.487	-4.884	19.093
2428	0	0	3	3	-4.523	18.487	-3.823	18.487	-4.173	19.093	-4.523	18.487
2429	0	0	3	9	-4.161	19.093	-3.461	19.093	-3.811	18.487	-4.161	19.093
2430	0	0	3	5	-3.8	18.487	-3.1	18.487	-3.45	19.093	-3.8	18.487
2431	0	0	3	20	-3.438	19.093	-2.738	19.093	-3.088	18.487	-3.438	19.093
2432	1	3	2	30	-3.077	18.487	-2.377	18.487	-2.727	19.093	-3.077	18.487
2433	1	3	2	42	-2.715	19.093	-2.015	19.093	-2.365	18.487	-2.715	19.093
2434	1	3	2	55	-2.353	18.487	-1.653	18.487	-2.003	19.093	-2.353	18.487
2435	1	3	2	60	-1.992	19.093	-1.292	19.093	-1.642	18.487	-1.992	19.093
2436	3	3	2	60	-1.63	18.487	-0.93	18.487	-1.28	19.093	-1.63	18.487
2437	3	3	2	51	-1.269	19.093	-0.569	19.093	-0.919	18.487	-1.269	19.093
2438	3	3	2	44	-0.907	18.487	-0.207	18.487	-0.557	19.093	-0.907	18.487
2439	3	3	2	28	-0.546	19.093	0.154	19.093	-0.196	18.487	-0.546	19.093
2440	3	3	2	31	-0.184	18.487	0.516	18.487	0.166	19.093	-0.184	18.487
2441	3	3	2	43	0.177	19.093	0.877	19.093	0.527	18.487	0.177	19.093
2442	3	3	2	57	0.539	18.487	1.239	18.487	0.889	19.093	0.539	18.487
2443	3	3	2	61	0.901	19.093	1.601	19.093	1.251	18.487	0.901	19.093
2444	1	3	2	61	1.262	18.487	1.962	18.487	1.612	19.093	1.262	18.487
2445	1	3	2	52	1.624	19.093	2.324	19.093	1.974	18.487	1.624	19.093
2446	1	3	2	46	1.985	18.487	2.685	18.487	2.335	19.093	1.985	18.487
2447	1	3	2	29	2.347	19.093	3.047	19.093	2.697	18.487	2.347	19.093
2448	2	0	0	59	2.708	18.487	3.408	18.487	3.058	19.093	2.708	18.487
2449	2	0	0	57	3.07	19.093	3.77	19.093	3.42	18.487	3.07	19.093
2450	2	0	0	61	3.431	18.487	4.131	18.487	3.781	19.093	3.431	18.487
2451	2	0	0	48	3.793	19.093	4.493	19.093	4.143	18.487	3.793	19.093
2452	2	0	0	67	4.154	18.487	4.854	18.487	4.504	19.093	4.154	18.487
2453	2	0	0	50	4.516	19.093	5.216	19.093	4.866	18.487	4.516	19.093
2454	2	0	0	63	4.878	18.487	5.578	18.487	5.228	19.093	4.878	18.487
2455	2	0	0	52	5.239	19.093	5.939	19.093	5.589	18.487	5.239	19.093
2456	2	0	0	65	5.601	18.487	6.301	18.487	5.951	19.093	5.601	18.487
2457	2	0	0	54	5.962	19.093	6.662	19.093	6.312	18.487	5.962	19.093
2458	2	0	0	46	6.324	18.487	7.024	18.487	6.674	19.093	6.324	18.487
2459	2	0	0	33	6.685	19.093	7.385	19.093	7.035	18.487	6.685	19.093
2460	2	0	0	27	7.047	18.487	7.747	18.487	7.397	19.093	7.047	18.487
2461	2	0	0	16	7.408	19.093	8.108	19.093	7.758	18.487	7.408	19.093
2462	2	0	0	7	7.77	18.487	8.47	18.487	8.12	19.093	7.77	18.487
2463	2	0	0	1	8.131	19.093	8.831	19.093	8.481	18.487	8.131	19.093
2464	2	0	1	67	8.493	18.487	9.193	18.487	8.843	19.093	8.493	18.487
2465	2	0	1	61	8.855	19.093	9.555	19.093	9.205	18.487	8.855	19.093
2466	2	0	1	50	9.216	18.487	9.916	18.487	9.566	19.093	9.216	18.487
2467	2	0	1	43	9.578	19.093	10.278	19.093	9.928	18.487	9.578	19.093
2468	2	0	1	31	9.939	18.487	10.639	18.487	10.289	19.093	9.939	18.487
2469	2	0	1	25	10.301	19.093	11.001	19.093	10.651	18.487	10.301	19.093
2470	2	0	1	12	10.662	18.487	11.362	18.487	11.012	19.093	10.662	18.487
2471	2	0	1	14	11.024	19.093	11.724	19.093	11.374	18.487	11.024	19.093
2472	2	0	1	1	11.385	18.487	12.085	18.487	11.735	19.093	11.385	18.487
2473	2	0	1	16	11.747	19.093	12.447	19.093	12.097	18.487	11.747	19.093
2474	2	0	1	7	12.108	18.487	12.808	18.487	12.458	19.093	12.108	18.487
2475	2	0	1	18	12.47	19.093	13.17	19.093	12.82	18.487	12.47	19.093
2476	2	0	1	3	12.832	18.487	13.532	18.487	13.182	19.093	12.832	18.487
2477	2	0	1	9	13.193	19.093	13.893	19.093	13.543	18.487	13.193	19.093
2478	2	0	1	5	13.555	18.487	14.255	18.487	13.905	19.093	13.555	18.487
2479	2	0	1	20	13.916	19.093	14.616	19.093	14.266	18.487	13.916	19.093
2480	0	0	2	31	-14.646	19.709	-13.946	19.709	-14.296	19.103	-14.646	19.709
2481	0	0	2	43	-14.284	19.103	-13.584	19.103	-13.934	19.709	-14.284	19.103
2482	0	0	2	29	-13.923	19.709	-13.223	19.709	-13.573	19.103	-13.923	19.709
2483	0	0	2	41	-13.561	19.103	-12.861	19.103	-13.211	19.709	-13.561	19.103
2484	0	0	2	23	-13.2	19.709	-12.5	19.709	-12.85	19.103	-13.2	19.709
2485	0	0	2	39	-12.838	19.103	-12.138	19.103	-12.488	19.709	-12.838	19.103
2486	0	0	2	20	-12.477	19.709	-11.777	19.709	-12.127	19.103	-12.477	19.709
2487	0	0	2	37	-12.115	19.103	-11.415	19.103	-11.765	19.709	-12.115	19.103
2488	0	0	2	14	-11.754	19.709	-11.054	19.709	-11.404	19.103	-11.754	19.709
2489	0	0	2	35	-11.392	19.103	-10.692	19.103	-11.042	19.709	-11.392	19.103
2490	0	0	2	18	-11.031	19.709	-10.331	19.709	-10.681	19.103	-11.031	19.709
2491	0	0	2	25	-10.669	19.103	-9.969	19.103	-10.319	19.709	-10.669	19.103
2492	0	0	2	12	-10.307	19.709	-9.607	19.709	-9.957	19.103	-10.307	19.709
2493	0	0	2	9	-9.946	19.103	-9.246	19.103	-9.596	19.709	-9.946	19.103
2494	0	0	2	5	-9.584	19.709	-8.884	19.709	-9.234	19.103	-9.584	19.709
2495	0	0	2	3	-9.223	19.103	-8.523	19.103	-8.873	19.709	-9.223	19.103
2496	0	0	3	65	-8.861	19.709	-8.161	19.709	-8.511	19.103	-8.861	19.709
2497	0	0	3	63	-8.5	19.103	-7.8	19.103	-8.15	19.709	-8.5	19.103
2498	0	0	3	59	-8.138	19.709	-7.438	19.709	-7.788	19.103	-8.138	19.709
2499	0	0	3	54	-7.777	19.103	-7.077	19.103	-7.427	19.709	-7.777	19.103
2500	0	0	3	52	-7.415	19.709	-6.715	19.709	-7.065	19.103	-7.415	19.709
2501	0	0	3	37	-7.054	19.103	-6.354	19.103	-6.704	19.709	-7.054	19.103
2502	0	0	3	57	-6.692	19.709	-5.992	19.709	-6.342	19.103	-6.692	19.709
2503	0	0	3	35	-6.33	19.103	-5.63	19.103	-5.98	19.709	-6.33	19.103
2504	0	0	3	48	-5.969	19.709	-5.269	19.709	-5.619	19.103	-5.969	19.709
2505	0	0	3	33	-5.607	19.103	-4.907	19.103	-5.257	19.709	-5.607	19.103
2506	0	0	3	46	-5.246	19.709	-4.546	19.709	-4.896	19.103	-5.246	19.709
2507	0	0	3	29	-4.884	19.103	-4.184	19.103	-4.534	19.709	-4.884	19.103
2508	0	0	3	41	-4.523	19.709	-3.823	19.709	-4.173	19.103	-4.523	19.709
2509	0	0	3	27	-4.161	19.103	-3.461	19.103	-3.811	19.709	-4.161	19.103
2510	0	0	3	39	-3.8	19.709	-3.1	19.709	-3.45	19.103	-3.8	19.709
2511	0	0	3	23	-3.438	19.103	-2.738	19.103	-3.088	19.709	-3.438	19.103
2512	1	3	2	34	-3.077	19.709	-2.377	19.709	-2.727	19.103	-3.077	19.709
2513	1	3	2	49	-2.715	19.103	-2.015	19.103	-2.365	19.709	-2.715	19.103
2514	1	3	2	58	-2.353	19.709	-1.653	19.709	-2.003	19.103	-2.353	19.709
2515	1	3	2	62	-1.992	19.103	-1.292	19.103	-1.642	19.709	-1.992	19.103
2516	3	3	2	62	-1.63	19.709	-0.93	19.709	-1.28	19.103	-1.63	19.709
2517	3	3	2	49	-1.269	19.103	-0.569	19.103	-0.919	19.709	-1.269	19.103
2518	3	3	2	47	-0.907	19.709	-0.207	19.709	-0.557	19.103	-0.907	19.709
2519	3	3	2	34	-0.546	19.103	0.154	19.103	-0.196	19.709	-0.546	19.103
2520	3	3	2	35	-0.184	19.709	0.516	19.709	0.166	19.103	-0.184	19.709
2521	3	3	2	50	0.177	19.103	0.877	19.103	0.527	19.709	0.177	19.103
2522	3	3	2	59	0.539	19.709	1.239	19.709	0.889	19.103	0.539	19.709
2523	3	3	2	63	0.901	19.103	1.601	19.103	1.251	19.709	0.901	19.103
2524	1	3	2	63	1.262	19.709	1.962	19.709	1.612	19.103	1.262	19.709
2525	1	3	2	50	1.624	19.103	2.324	19.103	1.974	19.709	1.624	19.103
2526	1	3	2	48	1.985	19.709	2.685	19.709	2.335	19.103	1.985	19.709
2527	1	3	2	35	2.347	19.103	3.047	19.103	2.697	19.709	2.347	19.103
2528	2	0	0	31	2.708	19.709	3.408	19.709	3.058	19.103	2.708	19.709
2529	2	0	0	43	3.07	19.103	3.77	19.103	3.42	19.709	3.07	19.103
2530	2	0	0	29	3.431	19.709	4.131	19.709	3.781	19.103	3.431	19.709
2531	2	0	0	41	3.793	19.103	4.493	19.103	4.143	19.709	3.793	19.103
2532	2	0	0	23	4.154	19.709	4.854	19.709	4.504	19.103	4.154	19.709
2533	2	0	0	39	4.516	19.103	5.216	19.103	4.866	19.709	4.516	19.103
2534	2	0	0	20	4.878	19.709	5.578	19.709	5.228	19.103	4.878	19.709
2535	2	0	0	37	5.239	19.103	5.939	19.103	5.589	19.709	5.239	19.103
2536	2	0	0	14	5.601	19.709	6.301	19.709	5.951	19.103	5.601	19.709
2537	2	0	0	35	5.962	19.103	6.662	19.103	6.312	19.709	5.962	19.103
2538	2	0	0	18	6.324	19.709	7.024	19.709	6.674	19.103	6.324	19.709
2539	2	0	0	25	6.685	19.103	7.385	19.103	7.035	19.709	6.685	19.103
2540	2	0	0	12	7.047	19.709	7.747	19.709	7.397	19.103	7.047	19.709
2541	2	0	0	9	7.408	19.103	8.108	19.103	7.758	19.709	7.408	19.103
2542	2	0	0	5	7.77	19.709	8.47	19.709	8.12	19.103	7.77	19.709
2543	2	0	0	3	8.131	19.103	8.831	19.103	8.481	19.709	8.131	19.103
2544	2	0	1	65	8.493	19.709	9.193	19.709	8.843	19.103	8.493	19.709
2545	2	0	1	63	8.855	19.103	9.555	19.103	9.205	19.709	8.855	19.103
2546	2	0	1	59	9.216	19.709	9.916	19.709	9.566	19.103	9.216	19.709
2547	2	0	1	54	9.578	19.103	10.278	19.103	9.928	19.709	9.578	19.103
2548	2	0	1	52	9.939	19.709	10.639	19.709	10.289	19.103	9.939	19.709
2549	2	0	1	37	10.301	19.103	11.001	19.103	10.651	19.709	10.301	19.103
2550	2	0	1	57	10.662	19.709	11.362	19.709	11.012	19.103	10.662	19.709
2551	2	0	1	35	11.024	19.103	11.724	19.103	11.374	19.709	11.024	19.103
2552	2	0	1	48	11.385	19.709	12.085	19.709	11.735	19.103	11.385	19.709
2553	2	0	1	33	11.747	19.103	12.447	19.103	12.097	19.709	11.747	19.103
2554	2	0	1	46	12.108	19.709	12.808	19.709	12.458	19.103	12.108	19.709
2555	2	0	1	29	12.47	19.103	13.17	19.103	12.82	19.709	12.47	19.103
2556	2	0	1	41	12.832	19.709	13.532	19.709	13.182	19.103	12.832	19.709
2557	2	0	1	27	13.193	19.103	13.893	19.103	13.543	19.709	13.193	19.103
2558	2	0	1	39	13.555	19.709	14.255	19.709	13.905	19.103	13.555	19.709
2559	2	0	1	23	13.916	19.103	14.616	19.103	14.266	19.709	13.916	19.103
2560	0	1	0	30	-14.646	19.719	-13.946	19.719	-14.296	20.325	-14.646	19.719
2561	0	1	0	42	-14.284	20.325	-13.584	20.325	-13.934	19.719	-14.284	20.325
2562	0	1	0	28	-13.923	19.719	-13.223	19.719	-13.573	20.325	-13.923	19.719
2563	0	1	0	40	-13.561	20.325	-12.861	20.325	-13.211	19.719	-13.561	20.325
2564	0	1	0	21	-13.2	19.719	-12.5	19.719	-12.85	20.325	-13.2	19.719
2565	0	1	0	38	-12.838	20.325	-12.138	20.325	-12.488	19.719	-12.838	20.325
2566	0	1	0	19	-12.477	19.719	-11.777	19.719	-12.127	20.325	-12.477	19.719
2567	0	1	0	36	-12.115	20.325	-11.415	20.325	-11.765	19.719	-12.115	20.325
2568	0	1	0	13	-11.754	19.719	-11.054	19.719	-11.404	20.325	-11.754	19.719
2569	0	1	0	34	-11.392	20.325	-10.692	20.325	-11.042	19.719	-11.392	20.325
2570	0	1	0	17	-11.031	19.719	-10.331	19.719	-10.681	20.325	-11.031	19.719
2571	0	1	0	24	-10.669	20.325	-9.969	20.325	-10.319	19.719	-10.669	20.325
2572	0	1	0	10	-10.307	19.719	-9.607	19.719	-9.957	20.325	-10.307	19.719
2573	0	1	0	8	-9.946	20.325	-9.246	20.325	-9.596	19.719	-9.946	20.325
2574	0	1	0	4	-9.584	19.719	-8.884	19.719	-9.234	20.325	-9.584	19.719
2575	0	1	0	2	-9.223	20.325	-8.523	20.325	-8.873	19.719	-9.223	20.325
2576	0	1	1	64	-8.861	19.719	-8.161	19.719	-8.511	20.325	-8.861	19.719
2577	0	1	1	62	-8.5	20.325	-7.8	20.325	-8.15	19.719	-8.5	20.325
2578	0	1	1	58	-8.138	19.719	-7.438	19.719	-7.788	20.325	-8.138	19.719
2579	0	1	1	53	-7.777	20.325	-7.077	20.325	-7.427	19.719	-7.777	20.325
2580	0	1	1	51	-7.415	19.719	-6.715	19.719	-7.065	20.325	-7.415	19.719
2581	0	1	1	36	-7.054	20.325	-6.354	20.325	-6.704	19.719	-7.054	20.325
2582	0	1	1	55	-6.692	19.719	-5.992	19.719	-6.342	20.325	-6.692	19.719
2583	0	1	1	34	-6.33	20.325	-5.63	20.325	-5.98	19.719	-6.33	20.325
2584	0	1	1	47	-5.969	19.719	-5.269	19.719	-5.619	20.325	-5.969	19.719
2585	0	1	1	32	-5.607	20.325	-4.907	20.325	-5.257	19.719	-5.607	20.325
2586	0	1	1	44	-5.246	19.719	-4.546	19.719	-4.896	20.325	-5.246	19.719
2587	0	1	1	28	-4.884	20.325	-4.184	20.325	-4.534	19.719	-4.884	20.325
2588	0	1	1	40	-4.523	19.719	-3.823	19.719	-4.173	20.325	-4.523	19.719
2589	0	1	1	26	-4.161	20.325	-3.461	20.325	-3.811	19.719	-4.161	20.325
2590	0	1	1	38	-3.8	19.719	-3.1	19.719	-3.45	20.325	-3.8	19.719
2591	0	1	1	21	-3.438	20.325	-2.738	20.325	-3.088	19.719	-3.438	20.325
2592	0	3	1	32	-3.077	19.719	-2.377	19.719	-2.727	20.325	-3.077	19.719
2593	0	3	1	17	-2.715	20.325	-2.015	20.325	-2.365	19.719	-2.715	20.325
2594	0	3	1	8	-2.353	19.719	-1.653	19.719	-2.003	20.325	-2.353	19.719
2595	0	3	1	6	-1.992	20.325	-1.292	20.325	-1.642	19.719	-1.992	20.325
2596	2	3	1	4	-1.63	19.719	-0.93	19.719	-1.28	20.325	-1.63	19.719
2597	2	3	1	17	-1.269	20.325	-0.569	20.325	-0.919	19.719	-1.269	20.325
2598	2	3	1	19	-0.907	19.719	-0.207	19.719	-0.557	20.325	-0.907	19.719
2599	2	3	1	32	-0.546	20.325	0.154	20.325	-0.196	19.719	-0.546	20.325
2600	2	3	1	33	-0.184	19.719	0.516	19.719	0.166	20.325	-0.184	19.719
2601	2	3	1	18	0.177	20.325	0.877	20.325	0.527	19.719	0.177	20.325
2602	2	3	1	9	0.539	19.719	1.239	19.719	0.889	20.325	0.539	19.719
2603	2	3	1	7	0.901	20.325	1.601	20.325	1.251	19.719	0.901	20.325
2604	0	3	1	5	1.262	19.719	1.962	19.719	1.612	20.325	1.262	19.719
2605	0	3	1	18	1.624	20.325	2.324	20.325	1.974	19.719	1.624	20.325
2606	0	3	1	20	1.985	19.719	2.685	19.719	2.335	20.325	1.985	19.719
2607	0	3	1	33	2.347	20.325	3.047	20.325	2.697	19.719	2.347	20.325
2608	2	1	2	30	2.708	19.719	3.408	19.719	3.058	20.325	2.708	19.719
2609	2	1	2	42	3.07	20.325	3.77	20.325	3.42	19.719	3.07	20.325
2610	2	1	2	28	3.431	19.719	4.131	19.719	3.781	20.325	3.431	19.719
2611	2	1	2	40	3.793	20.325	4.493	20.325	4.143	19.719	3.793	20.325
2612	2	1	2	21	4.154	19.719	4.854	19.719	4.504	20.325	4.154	19.719
2613	2	1	2	38	4.516	20.325	5.216	20.325	4.866	19.719	4.516	20.325
2614	2	1	2	19	4.878	19.719	5.578	19.719	5.228	20.325	4.878	19.719
2615	2	1	2	36	5.239	20.325	5.939	20.325	5.589	19.719	5.239	20.325
2616	2	1	2	13	5.601	19.719	6.301	19.719	5.951	20.325	5.601	19.719
2617	2	1	2	34	5.962	20.325	6.662	20.325	6.312	19.719	5.962	20.325
2618	2	1	2	17	6.324	19.719	7.024	19.719	6.674	20.325	6.324	19.719
2619	2	1	2	24	6.685	20.325	7.385	20.325	7.035	19.719	6.685	20.325
2620	2	1	2	10	7.047	19.719	7.747	19.719	7.397	20.325	7.047	19.719
2621	2	1	2	8	7.408	20.325	8.108	20.325	7.758	19.719	7.408	20.325
2622	2	1	2	4	7.77	19.719	8.47	19.719	8.12	20.325	7.77	19.719
2623	2	1	2	2	8.131	20.325	8.831	20.325	8.481	19.719	8.131	20.325
2624	2	1	3	64	8.493	19.719	9.193	19.719	8.843	20.325	8.493	19.719
2625	2	1	3	62	8.855	20.325	9.555	20.325	9.205	19.719	8.855	20.325
2626	2	1	3	58	9.216	19.719	9.916	19.719	9.566	20.325	9.216	19.719
2627	2	1	3	53	9.578	20.325	10.278	20.325	9.928	19.719	9.578	20.325
2628	2	1	3	51	9.939	19.719	10.639	19.719	10.289	20.325	9.939	19.719
2629	2	1	3	36	10.301	20.325	11.001	20.325	10.651	19.719	10.301	20.325
2630	2	1	3	55	10.662	19.719	11.362	19.719	11.012	20.325	10.662	19.719
2631	2	1	3	34	11.024	20.325	11.724	20.325	11.374	19.719	11.024	20.325
2632	2	1	3	47	11.385	19.719	12.085	19.719	11.735	20.325	11.385	19.719
2633	2	1	3	32	11.747	20.325	12.447	20.325	12.097	19.719	11.747	20.325
2634	2	1	3	44	12.108	19.719	12.808	19.719	12.458	20.325	12.108	19.719
2635	2	1	3	28	12.47	20.325	13.17	20.325	12.82	19.719	12.47	20.325
2636	2	1	3	40	12.832	19.719	13.532	19.719	13.182	20.325	12.832	19.719
2637	2	1	3	26	13.193	20.325	13.893	20.325	13.543	19.719	13.193	20.325
2638	2	1	3	38	13.555	19.719	14.255	19.719	13.905	20.325	13.555	19.719
2639	2	1	3	21	13.916	20.325	14.616	20.325	14.266	19.719	13.916	20.325
2640	0	1	0	58	-14.646	20.941	-13.946	20.941	-14.296	20.335	-14.646	20.941
2641	0	1	0	55	-14.284	20.335	-13.584	20.335	-13.934	20.941	-14.284	20.335
2642	0	1	0	60	-13.923	20.941	-13.223	20.941	-13.573	20.335	-13.923	20.941
2643	0	1	0	47	-13.561	20.335	-12.861	20.335	-13.211	20.941	-13.561	20.335
2644	0	1	0	62	-13.2	20.941	-12.5	20.941	-12.85	20.335	-13.2	20.941
2645	0	1	0	49	-12.838	20.335	-12.138	20.335	-12.488	20.941	-12.838	20.335
2646	0	1	0	66	-12.477	20.941	-11.777	20.941	-12.127	20.335	-12.477	20.941
2647	0	1	0	51	-12.115	20.335	-11.415	20.335	-11.765	20.941	-12.115	20.335
2648	0	1	0	64	-11.754	20.941	-11.054	20.941	-11.404	20.335	-11.754	20.941
2649	0	1	0	53	-11.392	20.335	-10.692	20.335	-11.042	20.941	-11.392	20.335
2650	0	1	0	44	-11.031	20.941	-10.331	20.941	-10.681	20.335	-11.031	20.941
2651	0	1	0	32	-10.669	20.335	-9.969	20.335	-10.319	20.941	-10.669	20.335
2652	0	1	0	26	-10.307	20.941	-9.607	20.941	-9.957	20.335	-10.307	20.941
2653	0	1	0	15	-9.946	20.335	-9.246	20.335	-9.596	20.941	-9.946	20.335
2654	0	1	0	6	-9.584	20.941	-8.884	20.941	-9.234	20.335	-9.584	20.941
2655	0	1	0	0	-9.223	20.335	-8.523	20.335	-8.873	20.941	-9.223	20.335
2656	0	1	1	66	-8.861	20.941	-8.161	20.941	-8.511	20.335	-8.861	20.941
2657	0	1	1	60	-8.5	20.335	-7.8	20.335	-8.15	20.941	-8.5	20.335
2658	0	1	1	49	-8.138	20.941	-7.438	20.941	-7.788	20.335	-8.138	20.941
2659	0	1	1	42	-7.777	20.335	-7.077	20.335	-7.427	20.941	-7.777	20.335
2660	0	1	1	30	-7.415	20.941	-6.715	20.941	-7.065	20.335	-7.415	20.941
2661	0	1	1	24	-7.054	20.335	-6.354	20.335	-6.704	20.941	-7.054	20.335
2662	0	1	1	10	-6.692	20.941	-5.992	20.941	-6.342	20.335	-6.692	20.941
2663	0	1	1	13	-6.33	20.335	-5.63	20.335	-5.98	20.941	-6.33	20.335
2664	0	1	1	0	-5.969	20.941	-5.269	20.941	-5.619	20.335	-5.969	20.941
2665	0	1	1	15	-5.607	20.335	-4.907	20.335	-5.257	20.941	-5.607	20.335
2666	0	1	1	6	-5.246	20.941	-4.546	20.941	-4.896	20.335	-5.246	20.941
2667	0	1	1	17	-4.884	20.335	-4.184	20.335	-4.534	20.941	-4.884	20.335
2668	0	1	1	2	-4.523	20.941	-3.823	20.941	-4.173	20.335	-4.523	20.941
2669	0	1	1	19	-4.161	20.335	-3.461	20.335	-3.811	20.941	-4.161	20.335
2670	0	1	1	4	-3.8	20.941	-3.1	20.941	-3.45	20.335	-3.8	20.941
2671	0	1	1	8	-3.438	20.335	-2.738	20.335	-3.088	20.941	-3.438	20.335
2672	0	3	1	36	-3.077	20.941	-2.377	20.941	-2.727	20.335	-3.077	20.941
2673	0	3	1	24	-2.715	20.335	-2.015	20.335	-2.365	20.941	-2.715	20.335
2674	0	3	1	10	-2.353	20.941	-1.653	20.941	-2.003	20.335	-2.353	20.941
2675	0	3	1	4	-1.992	20.335	-1.292	20.335	-1.642	20.941	-1.992	20.335
2676	2	3	1	6	-1.63	20.941	-0.93	20.941	-1.28	20.335	-1.63	20.941
2677	2	3	1	15	-1.269	20.335	-0.569	20.335	-0.919	20.941	-1.269	20.335
2678	2	3	1	21	-0.907	20.941	-0.207	20.941	-0.557	20.335	-0.907	20.941
2679	2	3	1	38	-0.546	20.335	0.154	20.335	-0.196	20.941	-0.546	20.335
2680	2	3	1	37	-0.184	20.941	0.516	20.941	0.166	20.335	-0.184	20.941
2681	2	3	1	25	0.177	20.335	0.877	20.335	0.527	20.941	0.177	20.335
2682	2	3	1	12	0.539	20.941	1.239	20.941	0.889	20.335	0.539	20.941
2683	2	3	1	5	0.901	20.335	1.601	20.335	1.251	20.941	0.901	20.335
2684	0	3	1	7	1.262	20.941	1.962	20.941	1.612	20.335	1.262	20.941
2685	0	3	1	16	1.624	20.335	2.324	20.335	1.974	20.941	1.624	20.335
2686	0	3	1	23	1.985	20.941	2.685	20.941	2.335	20.335	1.985	20.941
2687	0	3	1	39	2.347	20.335	3.047	20.335	2.697	20.941	2.347	20.335
2688	2	1	2	58	2.708	20.941	3.408	20.941	3.058	20.335	2.708	20.941
2689	2	1	2	55	3.07	20.335	3.77	20.335	3.42	20.941	3.07	20.335
2690	2	1	2	60	3.431	20.941	4.131	20.941	3.781	20.335	3.431	20.941
2691	2	1	2	47	3.793	20.335	4.493	20.335	4.143	20.941	3.793	20.335
2692	2	1	2	62	4.154	20.941	4.854	20.941	4.504	20.335	4.154	20.941
2693	2	1	2	49	4.516	20.335	5.216	20.335	4.866	20.941	4.516	20.335
2694	2	1	2	66	4.878	20.941	5.578	20.941	5.228	20.335	4.878	20.941
2695	2	1	2	51	5.239	20.335	5.939	20.335	5.589	20.941	5.239	20.335
2696	2	1	2	64	5.601	20.941	6.301	20.941	5.951	20.335	5.601	20.941
2697	2	1	2	53	5.962	20.335	6.662	20.335	6.312	20.941	5.962	20.335
2698	2	1	2	44	6.324	20.941	7.024	20.941	6.674	20.335	6.324	20.941
2699	2	1	2	32	6.685	20.335	7.385	20.335	7.035	20.941	6.685	20.335
